year,head_no,programme_no,programme_name,actual,original,revised,estimate
2007,37,7,Medical and Dental Treatment for Civil Servants,455.0,492.6,481.6,515.2
2007,37,8,Personnel Management of Civil Servants Working in Hospital Authority,9.9,10.1,9.9,10.1
2007,37,0,total,2850.7,3062.0,2958.8,3077.6
2007,39,1,Stormwater Drainage,361.4,360.9,359.2,362.4
2007,39,2,Sewage Services,1193.3,1212.3,1199.8,1223.2
2007,39,0,total,1554.7,1573.2,1559.0,1585.6
2007,42,1,"Energy Supply; Electrical, Gas and Nuclear Safety",96.9,96.1,96.0,97.0
2007,42,2,Mechanical Installations Safety,25.6,27.2,27.2,29.4
2007,42,3,"Energy Efficiency and Conservation, and Alternative Energy",81.2,109.5,107.0,106.6
2007,42,4,Centralised Services and Special Support,61.0,56.9,56.9,54.3
2007,42,0,total,264.7,289.7,287.1,287.3
2007,53,7,Culture,24.5,22.4,91.2,55.4
2007,53,8,"Subvention: HKAPA, HKADC, HKSIL and Subvention for Major Performing Arts Groups",350.8,432.3,435.1,592.1
2007,44,1,Waste,1379.0,1411.6,1381.4,1398.9
2007,44,2,Air,307.4,248.8,241.9,966.0
2007,44,3,Noise,88.5,91.5,89.8,93.0
2007,44,4,Water,209.8,211.1,207.6,217.5
2007,44,5,Environmental Assessment and Planning,77.8,76.1,74.9,76.8
2007,44,6,Nature Conservation,19.0,5.4,7.0,5.7
2007,44,0,total,2081.5,2044.5,2002.6,2757.9
2007,45,1,Fire Service,1954.5,1986.8,1951.8,2055.8
2007,45,2,Fire Protection and Prevention,215.9,219.1,217.6,220.3
2007,45,3,Ambulance Service,795.3,815.1,792.4,842.2
2007,45,0,total,2965.7,3021.0,2961.8,3118.3
2007,46,1,General Expenses of the Civil Service,4074.6,4213.2,3755.2,3690.7
2007,46,0,total,4074.6,4213.2,3755.2,3690.7
2007,47,1,Use of IT in Government,353.6,395.1,382.9,391.1
2007,47,2,IT Infrastructure and Standards,89.4,107.4,105.9,114.8
2007,47,3,IT in the Community,76.3,61.8,58.1,58.1
2007,47,0,total,519.3,564.3,546.9,564.0
2007,48,1,Statutory Testing,66.8,81.4,75.4,119.4
2007,48,2,Advisory and Investigative Services,56.1,59.0,53.9,59.7
2007,48,3,Forensic Science Service,105.3,104.8,104.1,107.2
2007,48,0,total,228.2,245.2,233.4,286.3
2007,49,1,Food Safety and Public Health,534.6,595.6,620.3,705.4
2007,49,2,Environmental Hygiene and Related Services,1881.7,2079.2,1914.9,2102.0
2007,49,3,Market Management and Hawker Control,1211.7,1248.0,1228.3,1249.5
2007,49,4,Public Education and Community Involvement,22.3,21.9,19.9,20.1
2007,49,0,total,3650.3,3944.7,3783.4,4077.0
2007,51,1,Acquisition and Allocation,666.0,731.1,692.3,804.1
2007,51,2,Property Management,894.4,942.1,908.1,955.1
2007,51,3,Estate Utilisation,38.0,38.7,35.8,36.3
2007,51,0,total,1598.4,1711.9,1636.2,1795.5
2007,53,1,Director of Bureau’s Office,5.8,5.8,5.8,5.8
2007,53,2,Rights of the Individual,34.2,38.7,36.4,47.4
2007,53,3,Information Policy,8.5,9.7,7.1,7.5
2007,53,4,District and Community Relations,21.8,27.3,26.0,56.3
2007,53,5,Youth Development,63.5,73.1,67.5,85.0
2007,53,9,Subvention: EOC and Office of the Privacy Commissioner for Personal Data,96.0,107.3,106.5,106.6
2007,53,0,total,643.6,754.5,859.7,1057.0
2007,55,1,Broadcasting and Film Services,21.5,19.6,25.6,19.4
2007,55,2,Telecommunications,30.2,102.5,95.3,44.2
2007,55,0,total,51.7,122.1,120.9,63.6
2007,59,1,Procurement,46.3,46.9,45.0,47.2
2007,59,2,Supplies Management,66.1,76.3,61.8,64.6
2007,59,3,Land Transport,128.6,127.6,125.7,131.1
2007,59,4,Printing Services,189.5,199.6,162.1,176.7
2007,59,0,total,430.5,450.4,394.6,419.6
2007,60,1,Capital Projects,284.0,268.6,263.2,267.8
2007,60,2,District and Maintenance,1067.0,1045.7,1030.9,1077.8
2007,60,3,Railway Development,67.0,72.2,70.8,70.5
2007,60,4,Technical Services,514.1,564.3,549.7,591.1
2007,60,0,total,1932.1,1950.8,1914.6,2007.2
2007,62,1,Building Control,,64.2,62.9,64.3
2007,62,2,Private Housing,,10.0,11.0,14.9
2007,62,3,Appeal Panel (Housing),,5.1,4.5,9.6
2007,62,4,Rehousing of Occupants upon Clearance,303.0,9.5,14.1,16.7
2007,62,5,Support Services,,,,11.2
2007,62,0,total,303.0,88.8,92.5,116.7
2007,63,1,District Administration,492.0,513.6,510.6,565.0
2007,63,2,Community Building,466.6,521.6,492.5,565.4
2007,63,3,Local Environmental Improvements,169.6,174.6,165.1,174.3
2007,63,4,Licensing,33.3,33.8,32.3,33.5
2007,63,5,Territory Planning and Development,16.9,17.2,16.5,17.1
2007,63,0,total,1178.4,1260.8,1217.0,1355.3
2007,70,1,Pre-entry Control,161.6,151.9,148.2,171.1
2007,70,2,Control upon Entry,1072.4,1177.0,1148.6,1377.8
2007,70,3,Control after Entry,396.1,401.9,377.7,444.3
2010,120,0,total,15699.9,17582.6,16920.0,18587.4
2007,70,4,Personal Documentation,572.6,598.5,568.6,596.8
2007,70,5,Nationality and Assistance to HKSAR Residents outside Hong Kong,12.8,12.6,10.9,11.2
2007,70,0,total,2215.5,2341.9,2254.0,2601.2
2007,72,1,Corruption Prevention,42.5,45.0,44.8,47.3
2007,72,2,Operations,488.7,513.9,500.5,537.6
2007,72,3,Preventive Education,53.7,53.9,54.6,57.2
2007,72,4,Enlisting Support,55.5,55.7,56.3,59.1
2007,72,0,total,640.4,668.5,656.2,701.2
2007,74,1,Public Relations Outside Hong Kong,68.4,76.1,70.9,76.9
2007,74,2,Local Public Relations and Public Information,138.2,153.2,141.9,152.8
2007,74,3,Public Opinion,18.5,18.4,17.9,18.5
2007,74,4,Civic Responsibility,32.1,34.2,34.3,36.6
2007,74,5,Publishing,61.9,64.8,58.7,63.1
2007,74,0,total,319.1,346.7,323.7,347.9
2007,76,1,Assessing Functions,759.2,876.1,758.7,875.3
2007,76,2,Collection,116.6,124.3,117.5,121.1
2007,76,3,Investigation and Field Audit,157.2,166.7,158.8,163.2
2007,76,4,Taxpayer Services,20.8,19.9,19.0,19.4
2007,76,0,total,1053.8,1187.0,1054.0,1179.0
2007,78,1,Statutory Functions,58.0,71.0,61.1,64.9
2007,78,2,Protection of Intellectual Property,17.4,15.5,18.9,22.1
2007,78,0,total,75.4,86.5,80.0,87.0
2007,79,1,Investment Promotion,105.9,106.1,106.1,107.2
2007,79,0,total,105.9,106.1,106.1,107.2
2007,80,1,"Courts, Tribunals and Various Statutory Functions",648.3,728.4,688.1,770.5
2007,80,2,Support Services for Courts’ Operation,212.8,224.3,212.5,225.1
2007,80,0,total,861.1,952.7,900.6,995.6
2007,82,1,Buildings and Building Works,751.3,778.9,755.2,775.7
2007,82,0,total,751.3,778.9,755.2,775.7
2007,90,1,Labour Relations,103.5,107.6,103.4,108.2
2007,90,2,Employment Services,342.7,368.8,322.0,355.2
2007,90,3,Safety and Health at Work,300.8,307.2,308.9,314.1
2007,90,4,Employee Rights and Benefits,191.6,192.0,183.6,194.9
2007,90,0,total,938.6,975.6,917.9,972.4
2007,96,2,Public Relations,81.7,105.0,84.2,109.8
2009,96,1,Commercial Relations,124.3,146.5,126.8,146.6
2007,91,1,Land Administration,963.2,1178.4,1099.0,1197.5
2007,91,2,Survey and Mapping,357.1,376.9,373.5,386.7
2007,91,3,Legal Advice,42.9,50.8,45.2,51.6
2007,91,0,total,1363.2,1606.1,1517.7,1635.8
2007,92,1,Prosecutions,341.5,376.7,347.5,387.3
2007,92,2,Civil,303.3,323.5,325.8,341.4
2007,92,3,Legal Policy,54.9,57.4,56.5,60.7
2007,92,4,Law Drafting,72.3,85.0,77.0,82.3
2007,92,5,International Law,30.7,37.0,33.1,34.9
2007,92,0,total,802.7,879.6,839.9,906.6
2007,94,1,Processing of Legal Aid Applications,69.6,70.2,71.6,73.2
2007,94,2,Litigation Services,502.9,641.9,544.8,611.0
2007,94,3,Support Services,26.8,27.2,28.4,28.6
2007,94,4,Official Solicitor’s Office,8.7,9.2,9.5,9.7
2007,94,0,total,608.0,748.5,654.3,722.5
2007,95,1,Recreation and Sports,2277.9,2263.9,2261.2,2382.8
2007,95,2,Horticulture and Amenities,516.1,533.4,517.7,546.1
2007,95,3,Heritage and Museums,504.2,578.9,497.2,526.5
2007,95,4,Performing Arts,928.4,964.2,941.9,771.2
2007,95,5,Public Libraries,659.6,686.7,665.4,687.6
2007,95,0,total,4886.2,5027.1,4883.4,4914.2
2007,96,1,Commercial Relations,109.9,141.7,109.9,142.0
2007,96,3,Investment Promotion,38.4,50.1,38.9,50.3
2007,96,0,total,230.0,296.8,233.0,302.1
2007,100,1,Infrastructure,38.4,40.1,37.5,38.3
2007,100,2,Port Services,287.5,318.4,299.7,319.7
2007,100,3,Local Services,89.7,94.0,90.7,92.8
2007,100,4,Services to Ships,56.8,61.5,59.7,62.6
2007,100,5,Government Fleet,376.8,383.4,374.9,383.4
2007,100,0,total,849.2,897.4,862.5,896.8
2007,112,1,Remuneration and Reimbursements for Members,123.9,123.4,124.8,130.2
2007,112,2,General and Secretariat Services,148.9,161.7,157.0,160.3
2007,112,3,Legal Service,23.6,23.2,24.0,23.5
2007,112,4,Redress System,15.2,15.3,14.7,15.0
2007,112,5,Research and Library Services,22.5,23.0,22.1,22.9
2007,112,0,total,334.1,346.6,342.6,351.9
2007,114,1,Complaints Administration,81.4,81.3,81.3,81.6
2007,114,0,total,81.4,81.3,81.3,81.6
2007,116,1,Official Receiver’s Office,107.5,131.0,109.5,132.3
2007,116,0,total,107.5,131.0,109.5,132.3
2007,118,1,Territorial Planning,67.5,87.1,80.8,94.5
2007,118,2,District Planning,240.2,250.0,247.8,254.0
2007,118,3,Ordinance Review,2.9,3.5,2.4,2.3
2007,118,4,Town Planning Information Services,15.1,16.7,13.9,14.0
2007,118,5,Technical Services,63.3,68.9,69.9,71.5
2007,118,0,total,389.0,426.2,414.8,436.3
2007,120,1,Public and Judicial Service Pension Benefits,12876.5,14130.6,13683.1,15001.0
2007,120,2,War Memorial Pensions/Volunteer Pensions,41.2,42.3,39.4,39.4
2007,120,0,total,12917.7,14172.9,13722.5,15040.4
2007,121,1,Police Complaints Administration,13.1,12.7,15.6,13.6
2007,121,0,total,13.1,12.7,15.6,13.6
2007,122,1,Maintenance of Law and Order in the Community,5213.8,5424.5,5348.6,5507.5
2007,122,2,Prevention and Detection of Crime,2467.8,2346.4,2217.7,2268.2
2007,122,3,Road Safety,881.5,1122.7,1098.0,1129.5
2007,122,4,Operations,2301.3,2259.2,2206.8,2448.0
2007,122,0,total,10864.4,11152.8,10871.1,11353.2
2007,136,1,Public Service Commission,16.4,15.5,15.0,15.2
2007,136,0,total,16.4,15.5,15.0,15.2
2007,138,1,Director of Bureau’s Office,6.0,6.0,6.0,6.0
2007,138,2,"Buildings, Lands and Planning",78.8,86.4,77.3,79.4
2007,138,0,total,84.8,92.4,83.3,85.4
2007,139,1,Director of Bureau’s Office,5.9,5.9,5.9,5.9
2007,139,2,"Agriculture, Fisheries and Food Safety",9.8,13.3,15.3,63.4
2007,139,3,Environmental Hygiene,10.5,11.5,13.0,20.6
2007,139,0,total,26.2,30.7,34.2,89.9
2007,140,1,Social Welfare,43.7,85.2,88.6,114.0
2007,140,2,Health,78.8,174.7,159.7,160.2
2007,140,3,Women’s Interests,14.5,19.8,17.5,19.8
2007,140,4,Subvention: Skills centres,81.1,86.2,84.7,86.4
2007,140,5,Subvention: Guardianship Board and Environmental Advisory Service,5.0,5.1,5.1,5.1
2007,140,6,Subvention: Hospital Authority,27584.6,27761.1,27961.4,28631.6
2007,140,7,Subvention: Prince Philip Dental Hospital,107.8,109.8,109.8,107.5
2007,140,0,total,27915.5,28241.9,28426.8,29124.6
2007,142,1,Efficiency Unit,98.1,130.6,115.8,128.5
2007,142,2,Government Records Service,30.4,29.3,28.7,29.4
2007,142,3,CSO-Administration Wing,247.1,338.6,276.2,299.7
2007,142,4,Protocol Division,34.0,41.1,40.6,41.1
2007,142,5,"Subvention: Duty Lawyer Service, Legal Aid Services Council",86.5,96.6,95.6,96.6
2007,142,0,total,496.1,636.2,556.9,595.3
2007,143,1,Director of Bureau’s Office,5.6,5.6,5.6,5.6
2007,143,2,Human Resource Management,180.1,182.3,186.0,189.6
2007,143,3,Translation and Interpretation Services and Use of Official Languages,95.3,99.6,97.0,101.6
2007,143,4,Civil Service Training and Development,79.9,99.2,93.4,99.9
2007,143,0,total,360.9,386.7,382.0,396.7
2007,144,1,Director of Bureau’s Office,5.0,5.0,5.0,5.0
2007,160,3,School Educational Television Production,35.6,35.4,34.6,35.0
2009,96,2,Public Relations,102.1,113.0,102.2,114.3
2007,144,2,Constitutional Affairs,39.8,47.3,44.5,48.9
2007,144,3,Mainland Economic and Trade Offices,17.3,83.4,62.5,69.4
2007,144,0,total,62.1,135.7,112.0,123.3
2007,145,1,Director of Bureau’s Office,6.3,6.3,6.3,6.3
2007,145,2,Air and Sea Communications and Logistics Development,50.0,41.5,47.4,29.1
2007,145,3,"Posts, Power, Competition Policy and Consumer Protection",20.2,15.6,20.0,24.6
2007,145,4,Public Safety,1.3,1.2,1.2,1.3
2007,145,5,Travel and Tourism,60.0,61.4,54.1,59.1
2007,145,6,Subvention: Consumer Council,71.5,63.3,62.8,67.5
2007,145,7,Subvention: Hong Kong Tourism Board,681.9,739.3,666.2,541.8
2007,145,0,total,891.2,928.6,858.0,729.7
2007,147,1,Director of Bureau’s Office,6.5,6.6,6.6,6.7
2007,147,2,Revenue and Financial Control,106.4,134.7,125.3,133.8
2007,147,3,Service Departments,42.1,43.7,42.0,44.1
2007,147,0,total,155.0,185.0,173.9,184.6
2007,148,1,Financial Services,101.2,126.4,105.0,123.8
2007,148,0,total,101.2,126.4,105.0,123.8
2007,151,1,Director of Bureau’s Office,5.6,5.6,5.6,5.6
2007,151,2,Internal Security,81.5,92.7,89.8,96.4
2007,151,3,Immigration Control,22.8,25.8,25.0,29.7
2007,151,0,total,109.9,124.1,120.4,131.7
2007,152,1,Director of Bureau’s Office,6.7,6.6,6.7,6.7
2007,160,4,New Media,9.7,10.7,11.5,12.2
2007,160,0,total,418.6,438.9,417.2,456.1
2007,162,1,Statutory Valuation and Assessments,218.2,227.0,217.9,228.2
2007,152,2,Commerce and Industry,111.3,149.5,125.8,167.2
2007,152,3,Subvention: Hong Kong Trade Development Council,341.2,341.2,341.2,350.0
2007,152,0,total,459.2,497.3,473.7,523.9
2007,155,1,Support for Research and Development,22.3,22.2,21.5,22.5
2007,155,2,Fostering University-Industry Collaboration,6.6,6.8,6.5,6.7
2007,155,3,Promotion of Technological Entrepreneurship,5.5,8.5,7.5,7.8
2007,155,4,Planning for Innovation and Technology Development,26.9,25.3,23.9,23.5
2007,155,5,Infrastructural Support,35.6,53.7,47.4,58.4
2007,155,6,Quality Support,51.1,52.1,48.1,52.4
2007,155,7,"Subvention: Hong Kong Productivity Council, Hong Kong Applied Science and Technology Research Institute Company Limited",267.8,294.7,293.7,292.7
2007,155,0,total,415.8,463.3,448.6,464.0
2007,156,1,Director of Bureau’s Office,7.7,7.2,7.2,7.7
2007,156,2,Primary Education,10224.0,10630.8,10176.8,10510.0
2007,156,3,Secondary Education,16387.0,16964.6,16303.2,17166.4
2007,156,4,Special Education,1184.4,1279.2,1215.9,1325.3
2007,156,5,Other Educational Services and Subsidies,874.7,1025.8,1365.6,3048.8
2007,156,6,Manpower Development,92.8,125.4,97.2,102.4
2007,156,7,Vocational Education and Training .,2111.2,2026.9,2022.6,2000.0
2007,156,8,Policy and Support,1785.6,2150.9,1958.5,1638.5
2007,156,0,total,32667.4,34210.8,33147.0,35799.1
2007,158,1,Transport,75.7,71.7,71.5,71.8
2007,158,0,total,75.7,71.7,71.5,71.8
2007,159,1,Director of Bureau’s Office,8.0,8.0,8.0,8.0
2007,159,2,Water Supply,12.3,13.3,10.6,11.7
2007,159,3,Intra-Governmental Services,154.7,173.2,159.5,171.3
2007,159,0,total,175.0,194.5,178.1,191.0
2007,160,1,Radio,175.7,184.6,173.2,186.3
2007,160,2,Public Affairs Television,197.6,208.2,197.9,222.6
2007,181,1,Commercial Relations,243.2,89.1,70.4,80.3
2007,162,2,Collection and Billing of Rates and Government Rent,39.7,39.7,37.8,38.2
2007,162,3,Provision of Valuation and Property Information Services,67.7,70.6,68.8,69.7
2007,162,4,Landlord and Tenant Services,22.4,25.6,25.3,25.3
2007,162,0,total,348.0,362.9,349.8,361.4
2007,163,1,Electoral Services,69.8,174.1,132.4,230.1
2007,163,0,total,69.8,174.1,132.4,230.1
2007,166,1,Government Flying Service,207.2,212.3,208.3,235.1
2007,166,0,total,207.2,212.3,208.3,235.1
2007,168,1,Weather Services,163.4,166.2,162.0,163.1
2007,168,2,Radiation Monitoring and Assessment,21.8,22.5,21.6,23.0
2007,168,3,Time Standard and Geophysical Services,8.8,8.7,8.8,9.1
2007,168,0,total,194.0,197.4,192.4,195.2
2007,169,1,Compliance with Interception and Surveillance Legislation,,,5.7,11.1
2007,169,0,total,,,5.7,11.1
2007,170,1,Family and Child Welfare,1259.1,1330.2,1301.6,1431.6
2007,170,2,Social Security,23758.4,25210.2,24158.1,24904.7
2007,170,3,Services for Elders,3075.3,3315.9,3087.2,3267.4
2007,170,4,Rehabilitation and Medical Social Services,2445.6,2726.8,2607.6,2797.7
2007,170,5,Services for Offenders,268.1,276.0,280.9,268.1
2007,170,6,Community Development,134.6,133.9,133.5,132.6
2007,170,7,Young People,1250.4,1285.0,1269.2,1287.3
2007,170,0,total,32191.5,34278.0,32838.1,34089.4
2007,173,1,Student Assistance Scheme,3398.4,3850.3,3717.7,3758.7
2007,173,0,total,3398.4,3850.3,3717.7,3758.7
2007,174,1,Secretariat services for the following advisory bodies on civil service and judicial salaries and conditions of service— • Standing Commission on Civil Service Salaries and Conditions of Service • Standing Committee on Disciplined Services Salaries and Conditions of Service • Standing Committee on Directorate Salaries and Conditions of Service • Standing Committee on Judicial,10.4,8.7,8.2,13.4
2007,174,0,total,10.4,8.7,8.2,13.4
2007,180,1,Broadcast Monitoring and Regulation,27.7,31.1,28.3,29.0
2007,180,2,Film Services,16.4,24.3,26.6,27.1
2007,180,3,Film Classification and Control of Obscene and Indecent Articles,28.2,30.5,27.8,28.8
2007,180,4,Entertainment Licensing,10.1,10.4,10.4,10.5
2007,180,0,total,82.4,96.3,93.1,95.4
2013,92,0,total,1119.9,1250.5,1277.3,1401.7
2007,181,2,Trade Support and Facilitation,109.7,128.6,114.3,125.8
2007,181,3,Support for Small and Medium Enterprises and Industries,347.1,472.0,262.8,284.5
2007,181,0,total,700.0,689.7,447.5,490.6
2007,186,1,Planning and Development,182.6,202.1,197.5,203.9
2007,186,2,Licensing of Vehicles and Drivers,185.9,206.1,202.2,221.2
2007,186,3,District Traffic and Transport Services,344.8,354.9,322.2,321.5
2007,186,4,Management of Transport Services .,69.8,84.3,87.8,163.2
2007,186,5,Transport Services for People with Disabilities,33.0,35.3,35.2,37.3
2007,186,0,total,816.1,882.7,844.9,947.1
2007,188,1,"Central Accounting, Collections and Payments",108.6,116.9,106.1,112.4
2007,188,2,"Payment of Salaries, Pensions and Benefits",99.9,97.3,99.2,101.5
2007,188,3,Accounting and Financial Information Systems,90.1,114.2,98.3,104.1
2007,188,4,Management of Funds,4.7,4.6,4.2,4.8
2007,188,0,total,303.3,333.0,307.8,322.8
2007,190,1,University Grants Committee,12394.8,11320.1,12201.5,11170.3
2007,190,0,total,12394.8,11320.1,12201.5,11170.3
2007,194,1,Water Supply: Planning and Distribution,4628.2,4626.9,4583.6,4590.7
2007,194,2,Water Quality Control,138.2,131.1,131.2,131.3
2007,194,3,Customer Services,340.9,358.9,355.5,357.1
2007,194,0,total,5107.3,5116.9,5070.3,5079.1
2008,21,1,Chief Executive’s Office,53.2,57.5,59.9,59.7
2008,21,2,Executive Council,16.6,17.1,18.1,19.4
2008,21,0,total,69.8,74.6,78.0,79.1
2008,22,1,"Agriculture, Fisheries and Fresh Food Wholesale Markets",231.8,358.3,294.1,189.5
2008,22,2,Nature Conservation and Country Parks,400.6,418.8,427.6,436.7
2008,22,3,"Animal, Plant and Fisheries Regulation and Technical Services",363.8,662.3,766.9,271.3
2008,22,0,total,996.2,1439.4,1488.6,897.5
2008,23,1,Auxiliary Medical Service,58.0,59.2,59.9,63.6
2008,23,0,total,58.0,59.2,59.9,63.6
2008,24,1,Regularity Audit,32.0,33.3,33.9,34.9
2008,91,3,Legal Advice,43.0,51.6,49.9,54.5
2008,24,2,Value for Money Audit,79.4,79.8,81.1,84.4
2008,24,0,total,111.4,113.1,115.0,119.3
2008,25,1,Monitoring and Advisory Services,171.1,172.1,180.6,190.2
2008,25,2,Facilities Upkeep,704.0,703.1,712.7,730.9
2008,25,3,Facilities Development,483.7,485.9,506.0,511.2
2008,25,0,total,1358.8,1361.1,1399.3,1432.3
2008,26,1,Trade Statistics,117.3,144.8,119.0,148.9
2008,26,2,Social Statistics,127.8,64.1,66.1,60.8
2008,26,3,National Accounts and Balance of Payments Statistics,65.6,68.7,71.3,75.2
2008,26,4,General Statistical Services,21.9,22.5,24.7,24.7
2008,26,5,Price/Industry/Service Statistics,104.6,110.1,109.2,111.8
2008,26,6,Labour Statistics,57.5,65.0,64.7,63.3
2008,26,0,total,494.7,475.2,455.0,484.7
2008,27,1,Civil Aid Service,71.7,73.7,74.6,80.8
2008,27,0,total,71.7,73.7,74.6,80.8
2008,28,1,Flight Standards,55.7,61.8,61.5,71.1
2008,28,2,Airport Standards,32.2,32.2,32.0,33.5
2008,28,3,Air Traffic Management,284.7,294.8,295.8,308.2
2008,28,4,Air Traffic Engineering and Standards,184.6,212.0,201.0,230.3
2008,28,5,Air Services,21.9,24.1,24.0,32.9
2008,28,6,Air Passenger Departure Tax Administration,1.5,1.5,1.5,1.5
2008,28,0,total,580.6,626.4,615.8,677.5
2008,30,1,Prison Management,1916.9,1954.8,2014.7,2066.1
2008,30,2,Re-integration,440.1,460.8,463.8,473.1
2008,30,0,total,2357.0,2415.6,2478.5,2539.2
2008,31,1,Control and Enforcement,1171.2,1452.5,1370.5,1580.1
2008,31,2,Anti-narcotics Investigation,127.7,120.6,132.1,136.0
2008,31,3,Intellectual Property Rights and Consumer Protection,219.9,218.2,232.8,237.1
2008,31,4,Revenue Protection and Collection,129.8,121.0,131.2,134.1
2008,44,3,Noise,88.6,93.0,94.8,96.1
2008,91,0,total,1482.7,1635.8,1606.2,1698.7
2008,31,5,Trade Controls,204.4,215.1,216.1,220.8
2008,31,0,total,1853.0,2127.4,2082.7,2308.1
2008,33,1,Tourism and Recreational Development,35.5,36.2,37.2,38.5
2008,33,2,Port and Marine Facilities,165.3,169.9,170.9,174.1
2008,33,3,Provision of Land and Infrastructure,257.5,265.6,267.4,275.4
2008,33,4,Slope Safety and Geotechnical Standards,258.0,263.3,271.9,281.9
2008,33,5,Greening and Technical Services,89.0,88.4,90.7,98.8
2008,33,6,"Supervision of Mining, Quarrying and Explosives",43.0,43.1,44.5,47.6
2008,33,7,Management of Construction and Demolition Materials,169.5,413.4,372.7,486.3
